"data/spam1-test/vuzprzfggkwyrrpd.x;1"
"data/spam1-test/cyepacmlgppblghl.x;1"
"data/spam1-test/jojkaiztwzuisryw.x;1"
"data/spam1-test/qwvwzlvblxpsxvsj.x;1"
"data/spam1-test/epjykmkxgsdztlpt.x;1"
"data/spam1-test/isuevgyzyihdnqzn.x;0"
"data/spam1-test/ewjquajrxhwcbpbd.x;1"
"data/spam1-test/svudpujikqodhadi.x;1"
"data/spam1-test/qaechjnqilygtemm.x;0"
"data/spam1-test/tjarxfutiynbmfwj.x;1"
"data/spam1-test/cwtqdvtnbrldwiij.x;0"
"data/spam1-test/pvjdvfgibhumapvk.x;1"
"data/spam1-test/fgubhrdrzbgytwdx.x;1"
"data/spam1-test/ytiiqhcnkftfpuid.x;0"
"data/spam1-test/rzyjriswfphajofb.x;1"
"data/spam1-test/lmxnbcynrbnnzdfg.x;1"
"data/spam1-test/pwcekqlcggpvwpze.x;0"
"data/spam1-test/aenphvetvwvykpfz.x;0"
"data/spam1-test/xgkduaqighmbcbww.x;1"
"data/spam1-test/tlyremoxtuyjwiof.x;1"
"data/spam1-test/ynckkyzvyxwyzkoz.x;1"
"data/spam1-test/jxqctlqtxtrgxlig.x;0"
"data/spam1-test/arwbvhlrmwgubdlv.x;1"
"data/spam1-test/dqycxgdkldtcwnhz.x;1"
"data/spam1-test/yqimepswgpcdtevu.x;1"
"data/spam1-test/iusqizgnavgnwqwv.x;0"
"data/spam1-test/szdasgxvycwbmfhx.x;1"
"data/spam1-test/kfjpxpohlvantshy.x;1"
"data/spam1-test/jfqfmgvcjonkjria.x;1"
"data/spam1-test/hlnbzhihkghqpfys.x;1"
"data/spam1-test/zpgzsnmlepilhnle.x;0"
"data/spam1-test/xgewpqzmbetdclwa.x;0"
"data/spam1-test/ggriaqzbdryuihpl.x;1"
"data/spam1-test/zjgepelnjhucergw.x;0"
"data/spam1-test/rilfdrsvjnyqzwth.x;1"
"data/spam1-test/bxaszkgojhnxruti.x;1"
"data/spam1-test/oixntvkvrxwfdecv.x;1"
"data/spam1-test/vbohdqproyvccvkp.x;1"
"data/spam1-test/xqlrrsmubjwimmpb.x;1"
"data/spam1-test/sypeqxougnbnpnqd.x;1"
"data/spam1-test/qxejsuguoocfgwub.x;0"
"data/spam1-test/tyxtupwwfqjbwbcp.x;1"
"data/spam1-test/xsxwqohupdkzcphu.x;1"
"data/spam1-test/bjcmnooflcvrwvpl.x;1"
"data/spam1-test/nqxsgukqhlqcmuyx.x;0"
"data/spam1-test/umuhvshnwsgchssj.x;1"
"data/spam1-test/piapraghmchhydvu.x;1"
"data/spam1-test/ogoazuohrlfuninh.x;1"
"data/spam1-test/apiiyiuxsjnpsrbs.x;1"
"data/spam1-test/kfyrwfapyyqyookh.x;0"
"data/spam1-test/bfxmkusisqsqxgvu.x;1"
"data/spam1-test/zerhvowjzewkpwwv.x;1"
"data/spam1-test/hrskwtlphihjsqeh.x;0"
"data/spam1-test/itsncbyatqqnxbdo.x;0"
"data/spam1-test/jctsuqhfmmiisfiu.x;1"
"data/spam1-test/oemiubotdzhbsiom.x;1"
"data/spam1-test/fipovvewammzjuxd.x;0"
"data/spam1-test/mcqtsgwdykipktkn.x;0"
"data/spam1-test/iynfaamtuuofppid.x;0"
"data/spam1-test/yllqtmsrvypfzftg.x;1"
"data/spam1-test/iiswcbdfblydhinx.x;0"
"data/spam1-test/exblkjjssvfmvwuk.x;0"
"data/spam1-test/nuaituvzrnrdknjb.x;1"
"data/spam1-test/twfldkdleqhjgzff.x;1"
"data/spam1-test/wmjrosfffzdjelni.x;1"
"data/spam1-test/tvyijzfsgxaruane.x;1"
"data/spam1-test/eajibhncpkowyrio.x;1"
"data/spam1-test/museqaakqqtcdcfn.x;0"
"data/spam1-test/djwmdtjzptdlzzul.x;0"
"data/spam1-test/amqwkcdnrbpkvqei.x;1"
"data/spam1-test/pngumeitewlityqf.x;0"
"data/spam1-test/nkmkibdtlrocowsy.x;1"
"data/spam1-test/ceetpclnycyiusip.x;1"
"data/spam1-test/vmwsubxqqwmubpwf.x;0"
"data/spam1-test/bwtdvjikomqwhqny.x;1"
"data/spam1-test/uzqujslhfbivwqwt.x;1"
"data/spam1-test/npokukqbjlssuner.x;0"
"data/spam1-test/mwakorexwrrquiqo.x;1"
"data/spam1-test/nfhufpffthmphiai.x;1"
"data/spam1-test/zdbedeyqekozdsly.x;0"
"data/spam1-test/ttjqvwcblthfnpie.x;0"
"data/spam1-test/feurolsvrkkeysja.x;1"
"data/spam1-test/uwouecusuvzdqavy.x;0"
"data/spam1-test/stmdjsvlpqknnoml.x;1"
"data/spam1-test/hfvorfqsiupimten.x;1"
"data/spam1-test/csgfnnxtwjyrvscq.x;1"
"data/spam1-test/qideadtivnbkbfkt.x;1"
"data/spam1-test/qpmubgbobadzxawp.x;1"
"data/spam1-test/siocqgfyseofesav.x;1"
"data/spam1-test/juisbmthwiqykasg.x;1"
"data/spam1-test/jspnltyczxwogdwt.x;1"
"data/spam1-test/bmosajjjhpeeslbn.x;1"
"data/spam1-test/yufjdzccpdtuimep.x;1"
"data/spam1-test/pprmxrfnlqdfxlko.x;1"
"data/spam1-test/qdjfjcyvcffcmzre.x;1"
"data/spam1-test/dvbwenlzkqvdwibl.x;0"
"data/spam1-test/tjshjeagbeyhozjd.x;1"
"data/spam1-test/lqvmjrzzlqajofbc.x;1"
"data/spam1-test/zvvkkvigaxldivic.x;1"
"data/spam1-test/euvtsbdmtznjuxew.x;1"
