data/spam1-test/vuzprzfggkwyrrpd.x;1
data/spam1-test/cyepacmlgppblghl.x;0
data/spam1-test/jojkaiztwzuisryw.x;0
data/spam1-test/qwvwzlvblxpsxvsj.x;0
data/spam1-test/epjykmkxgsdztlpt.x;1
data/spam1-test/isuevgyzyihdnqzn.x;0
data/spam1-test/ewjquajrxhwcbpbd.x;0
data/spam1-test/svudpujikqodhadi.x;1
data/spam1-test/qaechjnqilygtemm.x;1
data/spam1-test/tjarxfutiynbmfwj.x;1
data/spam1-test/cwtqdvtnbrldwiij.x;0
data/spam1-test/pvjdvfgibhumapvk.x;0
data/spam1-test/fgubhrdrzbgytwdx.x;0
data/spam1-test/ytiiqhcnkftfpuid.x;0
data/spam1-test/rzyjriswfphajofb.x;1
data/spam1-test/lmxnbcynrbnnzdfg.x;0
data/spam1-test/pwcekqlcggpvwpze.x;0
data/spam1-test/aenphvetvwvykpfz.x;0
data/spam1-test/xgkduaqighmbcbww.x;1
data/spam1-test/tlyremoxtuyjwiof.x;0
data/spam1-test/ynckkyzvyxwyzkoz.x;0
data/spam1-test/jxqctlqtxtrgxlig.x;0
data/spam1-test/arwbvhlrmwgubdlv.x;0
data/spam1-test/dqycxgdkldtcwnhz.x;0
data/spam1-test/yqimepswgpcdtevu.x;1
data/spam1-test/iusqizgnavgnwqwv.x;0
data/spam1-test/szdasgxvycwbmfhx.x;1
data/spam1-test/kfjpxpohlvantshy.x;1
data/spam1-test/jfqfmgvcjonkjria.x;1
data/spam1-test/hlnbzhihkghqpfys.x;1
data/spam1-test/zpgzsnmlepilhnle.x;1
data/spam1-test/xgewpqzmbetdclwa.x;1
data/spam1-test/ggriaqzbdryuihpl.x;1
data/spam1-test/zjgepelnjhucergw.x;0
data/spam1-test/rilfdrsvjnyqzwth.x;1
data/spam1-test/bxaszkgojhnxruti.x;1
data/spam1-test/oixntvkvrxwfdecv.x;0
data/spam1-test/vbohdqproyvccvkp.x;1
data/spam1-test/xqlrrsmubjwimmpb.x;0
data/spam1-test/sypeqxougnbnpnqd.x;1
data/spam1-test/qxejsuguoocfgwub.x;0
data/spam1-test/tyxtupwwfqjbwbcp.x;1
data/spam1-test/xsxwqohupdkzcphu.x;1
data/spam1-test/bjcmnooflcvrwvpl.x;1
data/spam1-test/nqxsgukqhlqcmuyx.x;0
data/spam1-test/umuhvshnwsgchssj.x;1
data/spam1-test/piapraghmchhydvu.x;1
data/spam1-test/ogoazuohrlfuninh.x;0
data/spam1-test/apiiyiuxsjnpsrbs.x;0
data/spam1-test/kfyrwfapyyqyookh.x;1
data/spam1-test/bfxmkusisqsqxgvu.x;1
data/spam1-test/zerhvowjzewkpwwv.x;1
data/spam1-test/hrskwtlphihjsqeh.x;0
data/spam1-test/itsncbyatqqnxbdo.x;1
data/spam1-test/jctsuqhfmmiisfiu.x;1
data/spam1-test/oemiubotdzhbsiom.x;0
data/spam1-test/fipovvewammzjuxd.x;1
data/spam1-test/mcqtsgwdykipktkn.x;1
data/spam1-test/iynfaamtuuofppid.x;0
data/spam1-test/yllqtmsrvypfzftg.x;0
data/spam1-test/iiswcbdfblydhinx.x;0
data/spam1-test/exblkjjssvfmvwuk.x;0
data/spam1-test/nuaituvzrnrdknjb.x;1
data/spam1-test/twfldkdleqhjgzff.x;1
data/spam1-test/wmjrosfffzdjelni.x;1
data/spam1-test/tvyijzfsgxaruane.x;1
data/spam1-test/eajibhncpkowyrio.x;1
data/spam1-test/museqaakqqtcdcfn.x;0
data/spam1-test/djwmdtjzptdlzzul.x;0
data/spam1-test/amqwkcdnrbpkvqei.x;1
data/spam1-test/pngumeitewlityqf.x;0
data/spam1-test/nkmkibdtlrocowsy.x;0
data/spam1-test/ceetpclnycyiusip.x;1
data/spam1-test/vmwsubxqqwmubpwf.x;0
data/spam1-test/bwtdvjikomqwhqny.x;1
data/spam1-test/uzqujslhfbivwqwt.x;1
data/spam1-test/npokukqbjlssuner.x;1
data/spam1-test/mwakorexwrrquiqo.x;1
data/spam1-test/nfhufpffthmphiai.x;1
data/spam1-test/zdbedeyqekozdsly.x;0
data/spam1-test/ttjqvwcblthfnpie.x;0
data/spam1-test/feurolsvrkkeysja.x;0
data/spam1-test/uwouecusuvzdqavy.x;0
data/spam1-test/stmdjsvlpqknnoml.x;1
data/spam1-test/hfvorfqsiupimten.x;1
data/spam1-test/csgfnnxtwjyrvscq.x;1
data/spam1-test/qideadtivnbkbfkt.x;0
data/spam1-test/qpmubgbobadzxawp.x;0
data/spam1-test/siocqgfyseofesav.x;1
data/spam1-test/juisbmthwiqykasg.x;0
data/spam1-test/jspnltyczxwogdwt.x;0
data/spam1-test/bmosajjjhpeeslbn.x;1
data/spam1-test/yufjdzccpdtuimep.x;0
data/spam1-test/pprmxrfnlqdfxlko.x;1
data/spam1-test/qdjfjcyvcffcmzre.x;1
data/spam1-test/dvbwenlzkqvdwibl.x;0
data/spam1-test/tjshjeagbeyhozjd.x;1
data/spam1-test/lqvmjrzzlqajofbc.x;1
data/spam1-test/zvvkkvigaxldivic.x;1
data/spam1-test/euvtsbdmtznjuxew.x;1
data/spam1-test/wzsbpkwmuhcwnldt.x;1
data/spam1-test/eirdatgyurhpwzmf.x;1
data/spam1-test/kezcdsqyoiwrbadc.x;0
data/spam1-test/egdkiyobhpguilde.x;1
data/spam1-test/fwwopyagtlpdkjeo.x;1
data/spam1-test/jabhxmxtxeqavczl.x;1
data/spam1-test/ylxwopslqrfhmqiv.x;1
data/spam1-test/pnzrhptsouirpsay.x;0
data/spam1-test/ydcjfsdmjzzekvaq.x;0
data/spam1-test/qpwsrsvxkkxoijzs.x;1
data/spam1-test/ulbkwlqxadoqzsyi.x;1
data/spam1-test/klfzbmqdzzjdlikr.x;1
data/spam1-test/annsmkdggciwkuwa.x;0
data/spam1-test/wzgthwefovofgwxl.x;0
data/spam1-test/rslknaammjyioaqh.x;1
data/spam1-test/vsghyqbzowfsjehi.x;1
data/spam1-test/bssrzedaqriyzwww.x;0
data/spam1-test/mhcldaesbciaibin.x;0
data/spam1-test/zuugsevqaiefnjbi.x;1
data/spam1-test/prxyrbferxysrtrr.x;1
data/spam1-test/lldxqptplffzyplu.x;1
data/spam1-test/yzimyrvoarfthhgc.x;0
data/spam1-test/gzshjcnxzgaicwuu.x;1
data/spam1-test/osyfchnujznysxgg.x;0
data/spam1-test/xinzyjsfvohjkeco.x;1
data/spam1-test/xylsjpfhzsterefb.x;0
data/spam1-test/zmddltkgxuzhrtmx.x;0
data/spam1-test/kzsnnytbhieufjpq.x;0
data/spam1-test/vvdvoxgsiykuextm.x;1
data/spam1-test/hkadarwshnpffggx.x;0
data/spam1-test/msruklrhdserkayn.x;0
data/spam1-test/doqungccmedprytm.x;0
data/spam1-test/xrazxpfzscsnkyvp.x;1
data/spam1-test/kbtjbjxhnfcqhiwm.x;0
data/spam1-test/oyshkpgmcmcbjpll.x;1
data/spam1-test/cgdrcvylkitnywht.x;1
data/spam1-test/stdifpmhqrjjetov.x;0
data/spam1-test/ahzuvrtxhqygxptb.x;1
data/spam1-test/qsefppmpsgyuffgz.x;1
data/spam1-test/nqdzfvtjcstfxhnw.x;1
data/spam1-test/agjiflgelssjxohp.x;1
data/spam1-test/ayeldrblebijeetv.x;1
data/spam1-test/mqrdooricswlfxbf.x;1
data/spam1-test/crtblykornsvzsat.x;1
data/spam1-test/ulqvouufkrvvyehc.x;1
data/spam1-test/wnpihgbhfgnmhpur.x;1
data/spam1-test/eacoyeyeayuzawlr.x;0
data/spam1-test/obppghtvamvgcztb.x;1
data/spam1-test/ninadlkdlszuaixq.x;1
data/spam1-test/jkodmtubyiuspjtm.x;0
data/spam1-test/zriaetihzmkaidnk.x;1
data/spam1-test/cegctfrrfozdhwiw.x;0
data/spam1-test/eomwbbgmwosdbrca.x;0
data/spam1-test/upbarfxjabyxvizc.x;0
data/spam1-test/bvbzvwpxgfhxttug.x;1
data/spam1-test/eyugvllfivgouqpq.x;0
data/spam1-test/kuxleprjnjtvhcwq.x;0
data/spam1-test/mwjhmfwxezzkivab.x;1
data/spam1-test/msoakgdxxrysduag.x;1
data/spam1-test/fttevdaughejzzpx.x;0
data/spam1-test/vnnpggsrzghhkbia.x;1
data/spam1-test/lifkbodutnvsoaei.x;0
data/spam1-test/mvephxsdijofhxer.x;1
data/spam1-test/oqsgejmehbjyorhi.x;1
